ShipmentID,SPID,PID,GID,Shipdate,Amount,Boxes,Order_Status
S00065292,SP11,P03,G5,25-Sep-23,8678.25,457,Delivered
S00065296,SP11,P03,G1,05-Mar-24,4884.75,223,Delivered
S00065297,SP11,P03,G1,20-Nov-23,4630.5,244,Delivered
S00065300,SP11,P03,G2,22-Jun-23,5132.25,224,Delivered
S00065310,SP11,P03,G1,26-Apr-23,4860,203,Delivered
S00065319,SP11,P03,G4,05-Dec-24,452.25,24,Delivered
S00065320,SP11,P03,G5,16-Feb-24,5085,255,Delivered
S00065322,SP11,P03,G5,14-Feb-24,3451.5,204,Delivered
S00065323,SP11,P03,G6,15-Oct-24,722.25,43,Delivered
S00065333,SP11,P22,G4,27-Aug-24,6052.5,209,Delivered
S00065340,SP11,P22,G1,14-Dec-23,7278.75,251,Delivered
S00065343,SP11,P22,G2,14-Nov-24,6106.5,219,Delivered
S00065352,SP11,P22,G1,19-Jul-24,6018.75,215,Delivered
S00065353,SP11,P22,G1,16-Jan-23,7713,286,Delivered
S00065355,SP11,P22,G1,13-Aug-24,9715.5,324,Delivered
S00065356,SP11,P22,G2,15-Feb-24,10541.25,364,Delivered
S00065357,SP11,P22,G2,24-Oct-24,6185.25,238,Delivered
S00065362,SP11,P22,G5,24-Jul-24,9531,353,Delivered
S00065364,SP11,P22,G5,14-Feb-24,6772.5,226,Delivered
S00065374,SP11,P22,G4,31-Jan-24,6819.75,273,Cancelled
S00065380,SP11,P22,G1,28-Aug-23,3660.75,153,Delivered
S00065390,SP11,P22,G5,17-Nov-23,11256.75,451,Delivered
S00065391,SP11,P22,G5,12-Jun-24,6606,276,Delivered
S00065399,SP11,P07,G2,01-Apr-24,6601.5,348,Delivered
S00065402,SP11,P07,G4,28-Nov-24,6682.5,557,Delivered
S00065409,SP11,P07,G1,02-Jul-24,13965.75,998,Delivered
S00065412,SP11,P07,G2,17-Feb-25,2884.5,207,Shipped
S00065414,SP11,P07,G3,26-Apr-24,9238.5,616,Delivered
S00065418,SP11,P07,G5,17-Dec-24,7717.5,454,Delivered
S00065424,SP11,P07,G1,24-Jan-25,6311.25,451,Shipped
S00065431,SP11,P07,G4,12-Sep-23,12530.25,660,Delivered
S00065433,SP11,P07,G5,16-Feb-24,5172.75,288,Delivered
S00065446,SP11,P17,G5,25-Apr-24,8347.5,334,Delivered
S00065452,SP11,P17,G1,29-Jun-23,4545,198,Delivered
S00065460,SP11,P17,G5,04-Sep-23,2529,106,Delivered
S00065461,SP11,P17,G5,19-Feb-24,19287,877,Delivered
S00065464,SP11,P17,G1,14-May-24,7096.5,284,Delivered
S00065467,SP11,P17,G1,19-Jun-23,4837.5,167,Delivered
S00065469,SP11,P17,G2,14-Jan-25,11655,417,Shipped
S00065471,SP11,P17,G4,30-Oct-24,4720.5,197,Delivered
S00065473,SP11,P17,G4,07-Mar-24,18177.75,650,Delivered
S00065478,SP11,P17,G1,05-Dec-23,8867.25,386,Delivered
S00065486,SP11,P17,G4,15-Aug-23,4826.25,179,Cancelled
S00065490,SP11,P17,G5,01-Dec-23,6408,279,Delivered
S00065501,SP11,P17,G4,25-Jul-24,6635.25,237,Delivered
S00065519,SP11,P08,G6,23-Feb-23,648,41,Delivered
S00065521,SP11,P08,G1,19-Oct-23,9159.75,916,Delivered
S00065522,SP11,P08,G1,14-Feb-24,785.25,88,Delivered
S00065524,SP11,P08,G2,07-Aug-24,6777,565,Delivered
S00065529,SP11,P08,G4,09-Nov-23,4257,387,Delivered
S00065533,SP11,P08,G6,23-Apr-24,3793.5,292,Delivered
S00065544,SP11,P08,G5,05-Jun-24,1863,207,Delivered
S00065546,SP11,P08,G5,12-Dec-24,6684.75,446,Delivered
S00065551,SP11,P08,G1,01-Jan-24,1134,76,Delivered
S00065558,SP11,P08,G5,24-Dec-24,6248.25,391,Delivered
S00065560,SP11,P08,G5,30-Oct-23,3363.75,374,Delivered
S00065574,SP11,P08,G5,20-Nov-23,10532.25,1171,Delivered
S00065602,SP11,P13,G5,12-Feb-24,5546.25,793,Delivered
S00065616,SP11,P13,G5,25-Aug-23,9812.25,1963,Delivered
S00065619,SP11,P13,G1,22-Feb-23,528.75,49,Delivered
S00065620,SP11,P13,G1,19-Oct-23,8761.5,797,Delivered
S00065621,SP11,P13,G1,05-Jan-24,1161,97,Delivered
S00065624,SP11,P13,G3,26-Feb-25,9828,1092,Shipped
S00065626,SP11,P13,G4,29-Sep-23,14600.25,2434,Delivered
S00065633,SP11,P13,G1,03-Jan-24,2567.25,367,Delivered
S00065643,SP11,P13,G5,05-Feb-24,7193.25,600,Delivered
S00065648,SP11,P02,G1,06-Mar-23,10995.75,734,Delivered
S00065649,SP11,P02,G1,08-Aug-24,11803.5,1181,Delivered
S00065654,SP11,P02,G4,20-Apr-23,2466,206,Delivered
S00065678,SP11,P20,G2,21-Feb-25,3732.75,415,Cancelled
S00065684,SP11,P20,G5,02-Jun-23,1516.5,169,Cancelled
S00065685,SP11,P20,G5,25-Nov-24,2412,242,Delivered
S00065690,SP11,P20,G1,15-Feb-24,2886.75,289,Delivered
S00065694,SP11,P20,G3,22-Jul-24,1446.75,132,Delivered
S00065695,SP11,P20,G4,26-Jan-24,14307.75,1101,Delivered
S00065725,SP11,P20,G4,07-Feb-25,4776.75,598,Shipped
S00065736,SP11,P20,G3,21-Jan-25,882,126,Shipped
S00065738,SP11,P20,G4,25-Nov-24,4691.25,587,Delivered
S00065749,SP11,P20,G2,05-Dec-23,9963,1661,Delivered
S00065751,SP11,P20,G4,21-Feb-23,8689.5,1242,Delivered
S00065760,SP11,P09,G1,26-Jul-23,3395.25,243,Delivered
S00065784,SP11,P09,G5,28-Oct-24,2360.25,148,Delivered
S00065786,SP11,P09,G1,02-Feb-24,5852.25,391,Delivered
S00065792,SP11,P09,G3,19-Jan-23,7879.5,394,Delivered
S00065799,SP11,P09,G6,17-Feb-23,3604.5,241,Delivered
S00065800,SP11,P09,G1,19-Dec-23,5040,315,Delivered
S00065817,SP11,P18,G1,13-Aug-24,5620.5,245,Delivered
S00065818,SP11,P18,G2,23-Feb-23,7231.5,381,Delivered
S00065819,SP11,P18,G2,04-May-23,6891.75,288,Delivered
S00065825,SP11,P18,G5,25-Nov-24,8842.5,354,Delivered
S00065831,SP11,P18,G1,14-Feb-23,7623,363,Delivered
S00065832,SP11,P18,G2,23-Jan-23,6914.25,385,Delivered
S00065833,SP11,P18,G2,01-Jul-24,895.5,43,Delivered
S00065834,SP11,P18,G3,08-Aug-23,4252.5,203,Delivered
S00065843,SP11,P18,G1,23-Feb-24,7004.25,281,Delivered
S00065864,SP11,P14,G4,31-May-23,4515.75,181,Delivered
S00065868,SP11,P14,G5,01-Aug-24,7033.5,252,Delivered
S00065874,SP11,P14,G2,05-Dec-23,9591.75,343,Delivered
S00065876,SP11,P14,G3,09-Aug-24,9747,465,Delivered
S00065882,SP11,P14,G5,09-Feb-24,4650.75,173,Delivered
S00065885,SP11,P14,G1,13-Mar-25,1631.25,68,Placed
S00065889,SP11,P14,G2,23-Oct-24,4864.5,181,Delivered
S00065900,SP11,P14,G1,06-Nov-24,1226.25,48,Delivered
S00065901,SP11,P14,G1,06-Sep-24,2949.75,106,Delivered
S00065905,SP11,P14,G4,21-Nov-24,8534.25,407,Delivered
S00065912,SP11,P01,G1,13-Jun-23,1080,42,Delivered
S00065916,SP11,P01,G2,11-Jul-23,5235.75,219,Delivered
S00065921,SP11,P01,G4,25-Oct-23,10048.5,419,Delivered
S00065949,SP11,P01,G4,14-Nov-24,4819.5,186,Delivered
S00065950,SP11,P01,G5,18-May-23,3654,174,Delivered
S00065954,SP11,P01,G1,18-Mar-25,1869.75,72,Placed
S00065967,SP11,P01,G6,08-Jun-23,10584,441,Delivered
S00065975,SP11,P06,G4,06-Jul-23,3863.25,276,Delivered
S00065989,SP11,P06,G4,22-Mar-24,7616.25,847,Delivered
S00066029,SP11,P19,G2,30-Aug-24,5314.5,222,Delivered
S00066031,SP11,P19,G4,30-Jun-23,4997.25,264,Delivered
S00066039,SP11,P19,G1,13-Sep-23,13842,729,Delivered
S00066041,SP11,P19,G1,18-Nov-24,1876.5,90,Delivered
S00066043,SP11,P19,G2,22-Jan-24,2783.25,112,Delivered
S00066050,SP11,P19,G5,05-Dec-23,4126.5,218,Delivered
S00066057,SP11,P19,G2,30-Nov-23,1311.75,55,Delivered
S00066064,SP11,P19,G5,31-Oct-24,4464,213,Delivered
S00066066,SP11,P19,G1,05-Jan-24,7456.5,325,Delivered
S00066070,SP11,P19,G2,28-Nov-24,3658.5,167,Delivered
S00066091,SP11,P19,G5,26-Dec-23,12921.75,497,Delivered
S00066092,SP11,P19,G5,14-Dec-23,7170.75,276,Delivered
S00066093,SP11,P19,G6,17-Jul-23,5361.75,256,Delivered
S00066099,SP11,P15,G2,13-Feb-25,2700,270,Shipped
S00066113,SP11,P15,G2,21-Feb-25,9306,1034,Shipped
S00066123,SP11,P15,G1,30-Jan-24,5627.25,626,Delivered
S00066126,SP11,P15,G2,02-Nov-23,344.25,22,Delivered
S00066136,SP11,P15,G1,07-Aug-23,5701.5,439,Delivered
S00066137,SP11,P15,G1,10-Jan-25,9488.25,863,Shipped
S00066139,SP11,P15,G1,20-Dec-24,2493,156,Delivered
S00066144,SP11,P15,G4,27-Nov-23,695.25,78,Delivered
S00066146,SP11,P15,G5,23-Jan-25,4171.5,261,Shipped
S00066147,SP11,P15,G5,24-Oct-24,6318,395,Delivered
S00066156,SP11,P15,G3,28-Sep-23,2101.5,234,Delivered
S00066178,SP11,P11,G1,30-Oct-23,1860.75,156,Delivered
S00066180,SP11,P11,G1,30-Jan-23,5935.5,848,Delivered
S00066195,SP11,P11,G1,29-Jul-24,420.75,33,Delivered
S00066196,SP11,P11,G2,01-Feb-23,2364.75,215,Delivered
S00066199,SP11,P11,G4,02-Jul-24,3321,475,Delivered
S00066210,SP11,P11,G2,25-Nov-24,4576.5,353,Delivered
S00066237,SP11,P10,G1,12-Mar-25,5643,377,Placed
S00066238,SP11,P10,G2,10-Jul-24,4286.25,286,Delivered
S00066242,SP11,P10,G4,08-Oct-24,6144.75,362,Delivered
S00066272,SP11,P04,G5,14-Dec-23,4574.25,191,Delivered
S00066273,SP11,P04,G5,07-Oct-24,4277.25,186,Delivered
S00066279,SP11,P04,G1,14-Jun-23,10509.75,390,Delivered
S00066282,SP11,P04,G3,10-Oct-23,7974,307,Delivered
S00066287,SP11,P04,G5,05-Feb-24,9225,420,Delivered
S00066290,SP11,P04,G1,25-Oct-23,6502.5,271,Delivered
S00066296,SP11,P04,G3,26-Jul-24,20085.75,874,Delivered
S00066306,SP11,P04,G1,18-Oct-23,15563.25,537,Delivered
S00066311,SP11,P04,G4,16-Jan-24,7845.75,291,Delivered
S00066315,SP11,P04,G5,02-Nov-23,5240.25,188,Delivered
S00066317,SP11,P04,G6,28-Jan-25,812.25,29,Shipped
S00066333,SP11,P16,G1,04-Jul-24,612,31,Cancelled
S00066338,SP11,P16,G3,26-Sep-23,2461.5,92,Delivered
S00066339,SP11,P16,G4,14-Feb-24,261,13,Delivered
S00066343,SP11,P16,G5,04-Dec-23,4941,248,Cancelled
S00066351,SP11,P16,G2,20-Sep-24,4257,158,Delivered
S00066364,SP11,P16,G2,02-Feb-24,13203,601,Delivered
S00066367,SP11,P16,G4,29-Jan-25,6853.5,275,Shipped
S00066377,SP11,P16,G1,05-Feb-24,5953.5,298,Delivered
S00066390,SP11,P16,G1,28-Mar-23,3453.75,173,Delivered
S00066393,SP11,P16,G2,21-Jun-24,4266,171,Delivered
S00066394,SP11,P16,G3,08-Jul-24,7031.25,293,Delivered
S00066397,SP11,P16,G4,20-Dec-24,7607.25,381,Delivered
S00066398,SP11,P16,G5,23-Jan-25,9198,419,Shipped
S00066402,SP11,P16,G1,08-May-23,8664.75,377,Delivered
S00066405,SP11,P16,G1,06-Dec-24,119.25,6,Delivered
S00066424,SP11,P21,G4,09-Sep-24,4893.75,223,Delivered
S00066441,SP11,P21,G5,17-Oct-23,8307,520,Delivered
S00066442,SP11,P21,G5,12-Nov-24,6732,306,Delivered
S00066445,SP11,P21,G1,06-Sep-23,625.5,30,Delivered
S00066456,SP11,P21,G5,14-Sep-23,1505.25,66,Delivered
S00066469,SP11,P21,G5,04-Jun-24,670.5,36,Delivered
S00066473,SP11,P21,G1,30-Oct-24,6284.25,370,Delivered
S00066478,SP11,P21,G3,06-Feb-25,9870.75,494,Shipped
S00066480,SP11,P21,G4,28-Jul-23,1559.25,92,Cancelled
S00066494,SP11,P05,G4,05-May-23,6444,281,Delivered
S00066497,SP11,P05,G5,15-Feb-24,6774.75,357,Delivered
S00066498,SP11,P05,G5,02-Jan-23,9213.75,485,Delivered
S00066504,SP11,P05,G2,02-Aug-23,6914.25,266,Delivered
S00066520,SP11,P05,G3,27-Apr-23,10595.25,558,Delivered
S00066524,SP11,P05,G5,30-Aug-23,7134.75,275,Delivered
S00066525,SP11,P05,G5,02-Apr-24,4641.75,194,Delivered
S00066532,SP11,P05,G2,31-May-23,4198.5,183,Delivered
S00066540,SP11,P05,G5,04-Nov-24,7906.5,417,Delivered
S00066551,SP11,P12,G4,01-Dec-23,2558.25,107,Delivered
S00066555,SP11,P12,G6,19-Jul-24,13689,761,Delivered
S00066560,SP11,P12,G2,19-Jul-23,1926,102,Delivered
S00066563,SP11,P12,G4,01-May-24,7389,352,Delivered
S00066568,SP11,P12,G5,06-Sep-24,4891.5,233,Delivered
S00066572,SP11,P12,G1,01-Sep-23,6027.75,302,Delivered
S00066579,SP11,P12,G4,12-Dec-23,4592.25,192,Delivered
S00066580,SP11,P12,G5,22-Sep-23,11045.25,526,Delivered
S00066585,SP11,P03,G1,28-Dec-23,4524.75,252,Delivered
S00066588,SP11,P03,G2,02-Dec-24,2979,166,Delivered
S00066592,SP11,P03,G4,25-Jun-24,8417.25,401,Delivered
S00066598,SP11,P03,G1,22-Aug-23,11133,485,Delivered
S00066599,SP11,P03,G1,25-Jan-24,1019.25,54,Delivered
S00066603,SP11,P03,G2,19-Jan-24,1109.25,51,Delivered
S00066606,SP11,P03,G4,12-Jan-24,1635.75,69,Delivered
S00066609,SP11,P03,G5,25-Jan-24,6473.25,341,Delivered
S00066614,SP11,P03,G1,08-Nov-23,537.75,23,Delivered
S00066615,SP11,P03,G1,29-Jul-24,5879.25,268,Delivered
S00066623,SP11,P03,G5,10-Feb-25,2344.5,107,Shipped
S00066625,SP11,P03,G6,17-Jul-23,5661,333,Delivered
S00066627,SP11,P03,G1,10-Apr-24,2085.75,100,Delivered
S00066635,SP11,P03,G4,12-Feb-24,5384.25,300,Delivered
S00066638,SP11,P03,G5,31-Oct-24,3305.25,151,Delivered
S00066639,SP11,P03,G6,17-Nov-23,1302.75,73,Delivered
S00066647,SP11,P03,G4,23-Oct-24,3030.75,152,Delivered
S00066654,SP11,P03,G1,19-Jan-24,6792.75,296,Delivered
S00066656,SP11,P03,G1,18-Jun-24,5922,329,Delivered
S00066657,SP11,P03,G1,18-Oct-23,4736.25,226,Delivered
S00066677,SP11,P22,G4,16-Feb-24,393.75,17,Delivered
S00066679,SP11,P22,G5,25-Apr-24,2148.75,77,Delivered
S00066682,SP11,P22,G1,28-Mar-24,3667.5,153,Delivered
S00066691,SP11,P22,G4,13-Dec-23,3741.75,121,Delivered
S00066698,SP11,P22,G1,08-Jan-25,8311.5,347,Shipped
S00066699,SP11,P22,G1,13-Apr-23,8651.25,299,Delivered
S00066706,SP11,P22,G5,06-Sep-24,3370.5,130,Delivered
S00066708,SP11,P22,G5,14-May-24,2292.75,74,Delivered
S00066711,SP11,P22,G1,23-May-24,2292.75,77,Delivered
S00066714,SP11,P22,G2,18-Jan-23,4241.25,170,Delivered
S00066719,SP11,P22,G4,26-Oct-23,9695.25,324,Delivered
S00066722,SP11,P22,G5,20-Dec-23,3647.25,152,Delivered
S00066729,SP11,P22,G2,09-Aug-24,4144.5,143,Delivered
S00066741,SP11,P07,G1,15-Feb-24,1138.5,64,Delivered
S00066749,SP11,P07,G5,28-Nov-24,1660.5,93,Delivered
S00066750,SP11,P07,G5,10-Oct-24,4952.25,381,Delivered
S00066752,SP11,P07,G1,05-Dec-23,5364,413,Delivered
S00066759,SP11,P07,G4,19-Jun-23,7722,515,Delivered
S00066760,SP11,P07,G4,10-Sep-24,1284.75,86,Delivered
S00066766,SP11,P07,G1,09-Jan-25,12327.75,881,Shipped
S00066781,SP11,P17,G1,12-Feb-25,13718.25,597,Shipped
S00066791,SP11,P17,G5,14-Aug-24,2083.5,75,Delivered
S00066792,SP11,P17,G5,22-May-24,4270.5,165,Delivered
S00066799,SP11,P17,G2,06-Nov-24,1390.5,50,Delivered
S00066811,SP11,P17,G1,09-Feb-23,15671.25,560,Delivered
S00066815,SP11,P17,G4,26-Sep-24,4785.75,185,Delivered
S00066823,SP11,P17,G1,20-Jun-24,13648.5,569,Delivered
S00066824,SP11,P17,G1,14-Jun-23,4884.75,213,Delivered
S00066831,SP11,P17,G4,25-Apr-24,15543,598,Delivered
S00066833,SP11,P17,G5,17-Apr-24,22803.75,787,Delivered
S00066837,SP11,P17,G1,28-Apr-23,13056.75,568,Delivered
S00066839,SP11,P17,G1,01-Aug-24,12507.75,522,Cancelled
S00066851,SP11,P08,G1,24-Oct-23,1525.5,128,Cancelled
S00066855,SP11,P08,G2,10-Aug-23,3190.5,228,Delivered
S00066857,SP11,P08,G4,12-Jun-24,13569.75,1131,Delivered
S00066861,SP11,P08,G5,05-Jan-23,8572.5,715,Delivered
S00066863,SP11,P08,G6,11-Jul-24,1921.5,138,Delivered
S00066868,SP11,P08,G2,02-Aug-23,12957.75,864,Delivered
S00066872,SP11,P08,G4,01-Aug-23,2704.5,246,Cancelled
S00066880,SP11,P08,G1,18-Mar-24,13041,870,Delivered
S00066899,SP11,P08,G4,30-Jan-23,4176,261,Delivered
S00066904,SP11,P08,G5,07-Feb-25,5262.75,329,Shipped
S00066924,SP11,P08,G2,14-Jan-25,3728.25,267,Shipped
S00066926,SP11,P08,G3,28-Jan-25,5053.5,562,Cancelled
S00066935,SP11,P13,G1,20-Jul-23,3863.25,352,Delivered
S00066937,SP11,P13,G1,30-Sep-24,1701,341,Delivered
S00066944,SP11,P13,G5,09-Nov-23,8610.75,957,Delivered
S00066950,SP11,P13,G1,16-Dec-24,7431.75,1062,Delivered
S00066953,SP11,P13,G2,14-Feb-24,9994.5,1111,Delivered
S00066961,SP11,P13,G6,11-Dec-24,8221.5,748,Delivered
S00066969,SP11,P13,G4,13-Mar-23,9506.25,1359,Delivered
S00066972,SP11,P13,G5,20-Mar-25,1770.75,253,Placed
S00067026,SP11,P20,G4,07-Jan-25,2738.25,274,Shipped
S00067030,SP11,P20,G5,17-Apr-24,2430,203,Delivered
S00067031,SP11,P20,G6,02-Sep-24,6446.25,587,Delivered
S00067033,SP11,P20,G1,01-Oct-24,7089.75,645,Delivered
S00067045,SP11,P20,G6,07-Dec-23,4443.75,494,Delivered
S00067049,SP11,P20,G1,22-Nov-24,4509,347,Delivered
S00067054,SP11,P20,G4,21-May-24,1532.25,118,Delivered
S00067061,SP11,P20,G1,04-Jul-23,3332.25,257,Delivered
S00067078,SP11,P20,G2,07-May-24,12244.5,1114,Delivered
S00067088,SP11,P20,G1,03-Nov-23,9670.5,880,Delivered
S00067090,SP11,P20,G1,04-Dec-23,16215.75,1475,Delivered
S00067095,SP11,P20,G4,13-Nov-24,744.75,83,Delivered
S00067099,SP11,P20,G5,30-Sep-24,6322.5,527,Delivered
S00067107,SP11,P09,G2,22-Apr-24,2378.25,170,Delivered
S00067108,SP11,P09,G3,08-May-23,8403.75,495,Delivered
S00067110,SP11,P09,G4,09-Oct-24,5226.75,262,Delivered
S00067111,SP11,P09,G4,03-Jan-25,7859.25,437,Shipped
S00067114,SP11,P09,G5,19-Jul-24,5238,403,Delivered
S00067134,SP11,P09,G2,01-Aug-23,4529.25,267,Delivered
S00067138,SP11,P09,G4,18-Dec-23,2925,147,Delivered
S00067150,SP11,P09,G3,07-Feb-25,330.75,21,Shipped
S00067159,SP11,P18,G1,07-Jul-23,5847.75,244,Delivered
S00067160,SP11,P18,G1,07-Nov-24,7875,358,Delivered
S00067162,SP11,P18,G2,19-Jan-23,5604.75,225,Delivered
S00067173,SP11,P18,G1,26-Aug-24,8851.5,422,Delivered
S00067179,SP11,P18,G4,03-May-23,4511.25,238,Delivered
S00067192,SP11,P18,G3,08-Apr-24,9762.75,444,Delivered
S00067211,SP11,P14,G5,04-Jul-23,6070.5,243,Delivered
S00067215,SP11,P14,G1,20-Nov-24,4907.25,189,Cancelled
S00067219,SP11,P14,G2,11-Sep-23,5492.25,204,Delivered
S00067220,SP11,P14,G3,30-Nov-23,5634,209,Delivered
S00067223,SP11,P14,G4,10-Mar-25,17363.25,724,Placed
S00067228,SP11,P14,G1,20-Feb-25,14870.25,709,Shipped
S00067229,SP11,P14,G1,31-Oct-24,7092,284,Delivered
S00067234,SP11,P14,G3,28-Jun-24,3278.25,118,Delivered
S00067238,SP11,P14,G5,14-Sep-23,2882.25,132,Delivered
S00067240,SP11,P14,G5,28-Aug-23,3908.25,140,Delivered
S00067241,SP11,P14,G6,27-Mar-24,4821.75,230,Delivered
S00067250,SP11,P14,G4,19-Sep-23,2790,112,Delivered
S00067259,SP11,P01,G1,01-Feb-23,5715,220,Delivered
S00067269,SP11,P01,G6,29-Aug-23,1266.75,51,Delivered
S00067280,SP11,P01,G5,09-Jul-24,1647,79,Delivered
S00067283,SP11,P01,G6,26-Feb-25,8831.25,402,Shipped
S00067285,SP11,P01,G1,21-Nov-24,1710,66,Delivered
S00067286,SP11,P01,G1,07-Mar-24,2513.25,101,Delivered
S00067288,SP11,P01,G2,16-Feb-23,1509.75,61,Delivered
S00067293,SP11,P01,G4,07-Feb-23,146.25,7,Delivered
S00067295,SP11,P01,G5,05-Nov-24,7170.75,378,Delivered
S00067298,SP11,P01,G1,14-Dec-23,15606,651,Delivered
S00067300,SP11,P01,G1,14-Feb-25,9227.25,486,Shipped
S00067308,SP11,P01,G5,07-Feb-25,398.25,20,Shipped
S00067310,SP11,P01,G5,11-Aug-23,3314.25,166,Delivered
S00067313,SP11,P06,G1,27-Feb-23,10566,1174,Delivered
S00067317,SP11,P06,G2,28-Dec-23,7602.75,1087,Delivered
S00067320,SP11,P06,G4,17-Jan-23,1221.75,136,Delivered
S00067324,SP11,P06,G5,04-Jul-23,12332.25,949,Delivered
S00067328,SP11,P06,G1,04-Jan-24,1030.5,80,Delivered
S00067329,SP11,P06,G1,23-Sep-24,7159.5,1023,Delivered
S00067330,SP11,P06,G2,23-Feb-23,10107,843,Delivered
S00067340,SP11,P06,G1,16-Nov-23,10865.25,906,Delivered
S00067341,SP11,P06,G1,31-Jan-25,1012.5,113,Cancelled
S00067350,SP11,P06,G5,04-Dec-23,4326.75,619,Cancelled
S00067358,SP11,P06,G2,16-Jul-24,6338.25,906,Delivered
S00067365,SP11,P06,G5,03-May-23,10842.75,835,Delivered
S00067389,SP11,P19,G4,11-May-23,333,17,Delivered
S00067401,SP11,P19,G2,21-Jul-23,9627.75,402,Delivered
S00067409,SP11,P19,G6,16-Mar-23,6099.75,235,Delivered
S00067414,SP11,P19,G2,04-Oct-23,11389.5,543,Delivered
S00067417,SP11,P19,G4,16-Feb-24,10311.75,430,Delivered
S00067422,SP11,P19,G5,12-Jan-24,2027.25,82,Delivered
S00067427,SP11,P19,G1,20-Feb-25,6772.5,295,Shipped
S00067432,SP11,P19,G4,13-Sep-24,1539,65,Delivered
S00067438,SP11,P15,G1,12-Feb-24,139.5,13,Delivered
S00067446,SP11,P15,G4,07-Dec-23,3649.5,281,Delivered
S00067453,SP11,P15,G1,13-Jun-23,7571.25,541,Delivered
S00067455,SP11,P15,G1,19-May-23,3622.5,403,Delivered
S00067457,SP11,P15,G2,10-Jul-24,4430.25,403,Delivered
S00067459,SP11,P15,G4,02-May-24,7701.75,593,Delivered
S00067469,SP11,P15,G1,15-Nov-24,18724.5,1561,Delivered
S00067471,SP11,P15,G2,28-Feb-23,5037.75,336,Delivered
S00067473,SP11,P15,G4,04-Dec-23,2952,228,Delivered
S00067474,SP11,P15,G4,06-Feb-24,1329.75,103,Delivered
S00067476,SP11,P15,G5,13-Nov-24,2763,198,Delivered
S00067485,SP11,P15,G2,06-Nov-23,7258.5,807,Delivered
S00067491,SP11,P15,G5,19-Dec-23,1068.75,90,Delivered
S00067502,SP11,P15,G4,23-Nov-23,8649,541,Delivered
S00067518,SP11,P11,G5,05-Feb-24,1759.5,220,Delivered
S00067525,SP11,P11,G1,30-Dec-24,2376,264,Delivered
S00067537,SP11,P11,G1,18-Nov-24,6554.25,820,Delivered
S00067542,SP11,P11,G3,20-Dec-24,693,63,Delivered
S00067545,SP11,P11,G4,26-Jul-24,5213.25,745,Delivered
S00067557,SP11,P11,G4,22-Jan-25,4263.75,356,Shipped
S00067559,SP11,P11,G4,06-Sep-24,3228.75,404,Delivered
S00067560,SP11,P11,G5,13-Feb-24,5577.75,508,Cancelled
S00067566,SP11,P10,G1,26-Dec-24,5910.75,455,Delivered
S00067567,SP11,P10,G1,11-Jan-24,1156.5,89,Delivered
S00067585,SP11,P10,G4,12-Feb-24,4326.75,333,Delivered
S00067592,SP11,P10,G1,13-Oct-23,6448.5,340,Delivered
S00067603,SP11,P10,G5,28-Nov-24,4578.75,255,Delivered
S00067609,SP11,P04,G1,31-Jul-24,6232.5,250,Delivered
S00067616,SP11,P04,G5,06-Feb-25,6570,253,Shipped
S00067619,SP11,P04,G6,10-Feb-23,5751,251,Delivered
S00067620,SP11,P04,G1,04-Sep-23,10863,435,Delivered
S00067628,SP11,P04,G4,23-May-23,1228.5,54,Delivered
S00067654,SP11,P04,G3,11-Aug-23,11272.5,513,Delivered
S00067659,SP11,P04,G5,06-Jul-23,8653.5,361,Delivered
S00067660,SP11,P04,G5,22-Feb-24,846,37,Delivered
S00067661,SP11,P04,G6,17-Dec-24,11220.75,401,Delivered
S00067663,SP11,P16,G1,14-May-24,6743.25,270,Delivered
S00067672,SP11,P16,G5,05-May-23,11344.5,473,Delivered
S00067673,SP11,P16,G5,13-Jun-23,8190,390,Delivered
S00067688,SP11,P16,G5,20-Feb-23,5969.25,239,Delivered
S00067697,SP11,P16,G4,06-Jun-24,8905.5,405,Delivered
S00067707,SP11,P16,G1,18-Jun-24,3856.5,184,Delivered
S00067727,SP11,P16,G4,25-Mar-25,5832,292,Cancelled
S00067729,SP11,P16,G5,17-May-24,8138.25,340,Delivered
S00067730,SP11,P16,G5,08-Nov-23,4486.5,214,Delivered
S00067734,SP11,P16,G1,04-Dec-23,8622,332,Delivered
S00067739,SP11,P16,G4,14-Mar-23,3514.5,168,Delivered
S00067749,SP11,P16,G1,12-Jan-24,6957,317,Delivered
S00067751,SP11,P16,G2,01-May-23,2695.5,135,Delivered
S00067752,SP11,P16,G3,10-Feb-25,3510,168,Shipped
S00067767,SP11,P21,G4,19-Feb-24,6392.25,377,Delivered
S00067769,SP11,P21,G4,28-Jul-23,2040.75,121,Delivered
S00067770,SP11,P21,G5,01-Nov-23,1482.75,65,Delivered
S00067789,SP11,P21,G1,12-Feb-24,1525.5,67,Delivered
S00067791,SP11,P21,G1,20-Nov-23,1210.5,76,Delivered
S00067795,SP11,P21,G4,29-Jul-24,670.5,31,Delivered
S00067797,SP11,P21,G4,20-Jun-23,6297.75,300,Delivered
S00067801,SP11,P21,G6,06-Mar-23,7029,320,Delivered
S00067802,SP11,P21,G1,11-Apr-23,10487.25,583,Delivered
S00067805,SP11,P21,G1,03-Jan-23,918,54,Delivered
S00067808,SP11,P21,G3,12-Feb-25,5033.25,280,Shipped
S00067817,SP11,P21,G1,18-Mar-24,2385,120,Delivered
